,loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
0,0.038835909217596054,0.19604995846748352,0.07772501558065414,0.001031361985951662,0.04015345498919487,0.002062723971903324,0.0010000000474974513
1,0.008330726996064186,0.08001077175140381,0.016661453992128372,0.00025151396403089166,0.019269676879048347,0.0005030279280617833,0.0010000000474974513
2,0.00577337434515357,0.06212184578180313,0.01154674869030714,0.00017585078603588045,0.014788069762289524,0.0003517015720717609,0.0010000000474974513
3,0.005016083363443613,0.05828562751412392,0.010032166726887226,0.0001594404602656141,0.014496141113340855,0.0003188809205312282,0.0010000000474974513
4,0.0048340121284127235,0.06165337190032005,0.009668024256825447,0.00020845960534643382,0.01703842356801033,0.00041691921069286764,0.0010000000474974513
5,0.004529179539531469,0.058892469853162766,0.009058359079062939,0.00017989665502682328,0.015085839666426182,0.00035979331005364656,0.0010000000474974513
6,0.00537624629214406,0.06070846691727638,0.01075249258428812,0.0003814575611613691,0.02389332465827465,0.0007629151223227382,0.0010000000474974513
7,0.004056364297866821,0.053646598011255264,0.008112728595733643,0.00017991747881751508,0.01554291881620884,0.00035983495763503015,0.00020000000949949026
8,0.0034934822469949722,0.04674863442778587,0.0069869644939899445,0.0002293943689437583,0.017894241958856583,0.0004587887378875166,0.00020000000949949026
9,0.00338779017329216,0.0432123988866806,0.00677558034658432,0.00015459235874004662,0.01453111320734024,0.00030918471748009324,0.00020000000949949026
10,0.0029320321045815945,0.04285599663853645,0.005864064209163189,0.00021677314362023026,0.017272304743528366,0.0004335462872404605,0.00020000000949949026
11,0.003206465160474181,0.04340875521302223,0.006412930320948362,0.0002035567886196077,0.01675257459282875,0.0004071135772392154,0.00020000000949949026
12,0.003103875322267413,0.04383185878396034,0.006207750644534826,0.0001423731300747022,0.013735820539295673,0.0002847462601494044,4.0000002627493814e-05
13,0.0029680405277758837,0.042416200041770935,0.005936081055551767,0.00017312265117652714,0.015279159881174564,0.0003462453023530543,4.0000002627493814e-05
14,0.0029469800647348166,0.04172155261039734,0.005893960129469633,0.00014500122051686049,0.013812716118991375,0.00029000244103372097,4.0000002627493814e-05
15,0.003281789133325219,0.04326730966567993,0.006563578266650438,0.00014026358257979155,0.013566757552325726,0.0002805271651595831,4.0000002627493814e-05
16,0.00284758722409606,0.04138416424393654,0.00569517444819212,0.00013724052405450493,0.013401865027844906,0.00027448104810900986,4.0000002627493814e-05
17,0.002504870295524597,0.04031937196850777,0.005009740591049194,0.0001407431991538033,0.01359912846237421,0.0002814863983076066,4.0000002627493814e-05
18,0.0026503116823732853,0.04219973832368851,0.005300623364746571,0.0001384290517307818,0.013458475470542908,0.0002768581034615636,9.999999747378752e-06
19,0.002785125747323036,0.04061621055006981,0.005570251494646072,0.0001352280960418284,0.013271722942590714,0.0002704561920836568,9.999999747378752e-06
20,0.0024198752362281084,0.039931416511535645,0.004839750472456217,0.00013534938625525683,0.013277295045554638,0.00027069877251051366,9.999999747378752e-06
21,0.0028895149007439613,0.04178918898105621,0.005779029801487923,0.00013387738727033138,0.01319198403507471,0.00026775477454066277,9.999999747378752e-06
22,0.002706121653318405,0.0404256246984005,0.00541224330663681,0.00013374118134379387,0.013185637071728706,0.00026748236268758774,9.999999747378752e-06
23,0.002705432241782546,0.041353996843099594,0.005410864483565092,0.0001343187177553773,0.013223345391452312,0.0002686374355107546,9.999999747378752e-06
24,0.0028161320369690657,0.04121892899274826,0.005632264073938131,0.00013383272744249552,0.013192009180784225,0.00026766545488499105,9.999999747378752e-06
25,0.0026122359558939934,0.040962494909763336,0.005224471911787987,0.00013387178478296846,0.013201039284467697,0.0002677435695659369,9.999999747378752e-06
26,0.002880374900996685,0.042553652077913284,0.00576074980199337,0.00013522236258722842,0.013286751694977283,0.00027044472517445683,9.999999747378752e-06
27,0.0028451161924749613,0.041520774364471436,0.0056902323849499226,0.00013369775842875242,0.01319140661507845,0.00026739551685750484,9.999999747378752e-06
28,0.002792075276374817,0.042223576456308365,0.005584150552749634,0.00013328157365322113,0.013161668553948402,0.00026656314730644226,9.999999747378752e-06
29,0.00244098505936563,0.039887119084596634,0.00488197011873126,0.00013276649406179786,0.013096332550048828,0.0002655329881235957,9.999999747378752e-06
30,0.002770198043435812,0.04180089384317398,0.005540396086871624,0.00013379758456721902,0.0130870146676898,0.00026759516913443804,9.999999747378752e-06
31,0.0028403904289007187,0.04110187292098999,0.005680780857801437,0.0001326427882304415,0.013117148540914059,0.000265285576460883,9.999999747378752e-06
32,0.0026545098517090082,0.04077697917819023,0.0053090197034180164,0.00013289150956552476,0.01312914676964283,0.0002657830191310495,9.999999747378752e-06
33,0.002786205615848303,0.04139958694577217,0.005572411231696606,0.00013269299233797938,0.013081498444080353,0.00026538598467595875,9.999999747378752e-06
34,0.002547669457271695,0.041614364832639694,0.00509533891454339,0.00013524785754270852,0.013149215839803219,0.00027049571508541703,9.999999747378752e-06
35,0.002786453813314438,0.041478823870420456,0.005572907626628876,0.00013383654004428536,0.013115648180246353,0.0002676730800885707,9.999999747378752e-06
36,0.002383952494710684,0.03892087936401367,0.004767904989421368,0.0001330234663328156,0.013146496377885342,0.0002660469326656312,9.999999747378752e-06
37,0.002423718571662903,0.04088941216468811,0.004847437143325806,0.00013340721488930285,0.013121775351464748,0.0002668144297786057,9.999999747378752e-06
38,0.0023077731020748615,0.039551928639411926,0.004615546204149723,0.0001333020773017779,0.013137046247720718,0.0002666041546035558,9.999999747378752e-06
39,0.0024130395613610744,0.038570743054151535,0.004826079122722149,0.00013478561595547944,0.013159841299057007,0.0002695712319109589,9.999999747378752e-06
40,0.0024848226457834244,0.04009683430194855,0.004969645291566849,0.00013469994883053005,0.013160091824829578,0.0002693998976610601,9.999999747378752e-06
41,0.0026677330024540424,0.04159451276063919,0.005335466004908085,0.00013825595669914037,0.013320259749889374,0.00027651191339828074,9.999999747378752e-06
42,0.00265823514200747,0.039779938757419586,0.00531647028401494,0.00013668938481714576,0.013220335356891155,0.00027337876963429153,9.999999747378752e-06
43,0.0024520964361727238,0.038924407213926315,0.0049041928723454475,0.00013780529843643308,0.013291479088366032,0.00027561059687286615,9.999999747378752e-06
44,0.002396732335910201,0.039698924869298935,0.004793464671820402,0.00013816841237712651,0.013345346786081791,0.00027633682475425303,9.999999747378752e-06
45,0.0026829109992831945,0.04173305630683899,0.005365821998566389,0.00013392040273174644,0.013128874823451042,0.00026784080546349287,9.999999747378752e-06
46,0.002487991703674197,0.04104996100068092,0.004975983407348394,0.00013456831220537424,0.013133308850228786,0.0002691366244107485,9.999999747378752e-06
47,0.0024530610535293818,0.03971095755696297,0.0049061221070587635,0.00013675565423909575,0.013231110759079456,0.0002735113084781915,9.999999747378752e-06
48,0.0030031136702746153,0.04212896153330803,0.006006227340549231,0.00014140430721454322,0.01351050566881895,0.00028280861442908645,9.999999747378752e-06
49,0.0026168213225901127,0.04068658500909805,0.005233642645180225,0.00013644313730765134,0.013215232640504837,0.0002728862746153027,9.999999747378752e-06
50,0.002235530409961939,0.0384717658162117,0.004471060819923878,0.00013434505672194064,0.013092638924717903,0.0002686901134438813,9.999999747378752e-06
